,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
1292851,UNKNOWN,en,crime riddim and detox are peng but shutdown is getting too much dick riding,0,2016-05-12 10:22:57,NEGATIVE,466,38,"Bern, Schweiz",0,,crime riddim detox peng shutdown get much dick ride
2510950,UNKNOWN,en,          i just read that hes apparently did drugs had an overdose days ago,0,2016-04-22 03:45:34,NEUTRAL,196,417,Schweiz,0,,read hes appar drug overdos day ago
1978985,MALE,en,  how do i contact you guys  i have a game tomorow still waiting for the tickets can not download it viagogo,0,2016-10-17 11:56:08,NEUTRAL,30,178,"Genève, Suisse",0,['viagogo'],contact guy game tomorow still wait ticket download viagogo
317430,MALE,en,syria bashar al assad is determined to hold syria together,0,2016-10-03 09:21:01,NEUTRAL,65,244,Switzerland,0,,syria bashar al assad determin hold syria togeth
2457678,UNKNOWN,en,dr chan the misuse of antimicrobials underuse  overuse is causing these fragile medicines to fail antimicrobialresistance unga,0,2016-09-21 14:30:24,NEGATIVE,2910000,1120,"Geneva, Switzerland",0,"['AntimicrobialResistance', 'UNGA']",dr chan misus antimicrobi underus overus caus fragil medicin fail antimicrobialresist unga
2870972,UNKNOWN,en,im already so stressed for today and i just woke up this week is definitely not good for me,1,2016-02-25 07:32:41,NEGATIVE,36,59,Switzerland,0,,im alreadi stress today woke week definit good
1840014,UNKNOWN,en,my tailbone still hurts _,0,2016-09-16 15:08:51,NEGATIVE,54,76,Switzerland,0,,tailbon still hurt _
2049018,UNKNOWN,en,  did you see suicidesquad already ,0,2016-08-18 15:19:56,NEUTRAL,751,565,Switzerland,0,['SuicideSquad'],see suicidesquad alreadi
1568567,UNKNOWN,en,  i downloaded the game its quite funny xdd,0,2016-06-14 12:04:20,NEGATIVE,231,187,Switzerland,0,,download game quit funni xdd
3431165,FEMALE,en,  also bc they should know that the way they treated u hurt u and that ur not ok with that,0,2016-10-28 22:20:33,NEGATIVE,2019,584,switzerland,0,,also bc know way treat u hurt u ur ok
641780,FEMALE,en,i am hiding today as daddy worming everyone and i hate it,1,2016-10-06 16:18:35,NEGATIVE,21,21,lake district,0,,hide today daddi worm everyon hate
1096419,UNKNOWN,en,  killing the haters with kindness jealousy is a terrible disease ,1,2016-09-10 23:38:02,NEGATIVE,355,193,Switzerland,0,,kill hater kind jealousi terribl diseas
2871516,MALE,en,  i see youre a bit confused green refers to a footie club and the forest beyond from that i hate that rapers guts mrg,0,2016-03-25 14:38:28,NEGATIVE,51,101,Baden,0,,see your bit confus green refer footi club forest beyond hate raper gut mrg
3249091,FEMALE,en,  i hate my life,1,2016-10-27 05:00:59,NEGATIVE,419,356,"Switzerland,Aargau",0,,hate life
3743154,UNKNOWN,en,texas hunters fisherman outdoors lovers watch a lonestarlaw marathon all day on   starting at 21 central yer narrator,0,2016-07-31 16:58:07,NEUTRAL,1399,819,"Switzerland, Fl",0,"['Fisherman', 'Hunters', 'LoneStarLaw', 'Texas', 'outdoors']",texa hunter fisherman outdoor lover watch lonestarlaw marathon day start 21 central yer narrat
3078569,UNKNOWN,en,muslims have lost 10kto is they hate them get that,0,2016-09-26 05:57:57,NEGATIVE,2,38,Switzerland,0,,muslim lost 10kto hate get
2887937,UNKNOWN,en,what does it mean if a book is freely downloadable from the day one of publishing,0,2016-05-25 11:49:42,NEUTRAL,796,193,Geneva,0,,mean book freeli download day one publish
295866,UNKNOWN,en,  i hate you im never seeing you again and im never going back to that pasar malam bye hoe,1,2016-09-03 14:28:18,NEGATIVE,440,409,Switzerland,0,,hate im never see im never go back pasar malam bye hoe
2337845,UNKNOWN,en,ohh demoversion,0,2016-09-20 06:27:31,NEUTRAL,1031,1783,Regio Basiliensis,0,,ohh demovers
2336040,UNKNOWN,en,prof rishi sethi on worldheartday webinar causes of cvd includes physical inactivity unhealthy diets as well as stress  depression,1,2016-09-20 11:25:36,NEGATIVE,9882,4958,"Geneva, Switzerland",0,"['CVD', 'worldheartday']",prof rishi sethi worldheartday webinar caus cvd includ physic inact unhealthi diet well stress depress
3808416,UNKNOWN,en,burn how to deal with haters  a lesson by kim heechul kimheechulslays  ,1,2016-10-31 11:36:12,NEGATIVE,556,289,"Zurich, Switzerland",0,,burn deal hater lesson kim heechul kimheechulslay
856877,UNKNOWN,en,  you helped me survive xux id be in pain without you,1,2016-09-08 20:06:18,NEUTRAL,75,116,Switzerland,0,,help surviv xux id pain without
1211167,MALE,en,whoever teaches hate against his opponents is a moron and worthy to be judged and destroyed by his own words ,0,2016-09-11 11:59:38,NEGATIVE,2724,3074,Basel,0,,whoever teach hate oppon moron worthi judg destroy word
981296,MALE,en,vodka and pizzas offered by lavrov for the journalists covering syriatalks in geneva via   lavrov came with 5 boxes of pizza then left and came back later with 2 bottles of vodka still waiting syriatalks,0,2016-09-09 21:57:11,NEUTRAL,551,1001,"Geneva, Switzerland",0,"['Geneva', 'Lavrov', 'Syriatalks']",vodka pizza offer lavrov journalist cover syriatalk geneva via lavrov came 5 box pizza left came back later 2 bottl vodka still wait syriatalk
2697951,FEMALE,en,dry tropical forests overlooked and under threat ,0,2016-09-23 09:11:50,NEGATIVE,1560,1418,"Basel, Switzerland",0,,dri tropic forest overlook threat
1695062,MALE,en,channel hopping rio2106 is painful,0,2016-08-15 21:32:16,NEGATIVE,72,272,Geneva,0,['Rio2106'],channel hop rio2106 pain
2016781,UNKNOWN,en,those football fans pissing me off so hard being so overwhelmed  having no respect in public acting like rats looking for a food losers,0,2016-05-18 16:37:11,NEUTRAL,180,119,"Bangkok, Thailand",0,['LOSERS'],footbal fan piss hard overwhelm respect public act like rat look food loser
1011102,UNKNOWN,en,now playing all night by crystal fighters,0,2016-10-09 04:59:51,NEUTRAL,1012,192,"Zofingen, Switzerland",0,,play night crystal fighter
1356310,FEMALE,en,soldiers hate war journalists and mercenaries live off war syria iraq,0,2016-09-12 01:13:09,NEGATIVE,3758,3188,"Zürich, Switzerland",0,"['Iraq', 'Syria']",soldier hate war journalist mercenari live war syria iraq
318940,UNKNOWN,en,i like telling the truth but that hurt lots of people starting with me,1,2016-10-03 17:01:38,NEUTRAL,708,401,Switzerland,0,,like tell truth hurt lot peopl start
1103632,FEMALE,en,but me and the fsa from damascus we saw turkmani on cnn and rt we saw everything in homs we saw oxfam lobby parliament for assad,0,2016-09-10 01:49:02,NEUTRAL,3758,3188,"Zürich, Switzerland",0,,fsa damascus saw turkmani cnn rt saw everyth hom saw oxfam lobbi parliament assad
1689367,MALE,en,  democratic i didnt know about that turkish government i didnt know anything about a democratic turkey did i miss that,0,2016-07-15 21:04:07,NEGATIVE,243,269,Schweiz,0,,democrat didnt know turkish govern didnt know anyth democrat turkey miss
1260785,UNKNOWN,en,resorting to factory reset on my phone in the hopes that it will delete whatever demon is possessing it  making it the worst piece of tech,0,2016-01-12 23:14:38,NEUTRAL,37,50,Switzerland,0,,resort factori reset phone hope delet whatev demon possess make worst piec tech
3116496,UNKNOWN,en,how to digitally paint a haunted doll in adobe photoshop,0,2016-10-26 14:46:26,NEUTRAL,144,45,Muhen,0,,digit paint haunt doll adob photoshop
211211,MALE,en,  shh youll blow his cover huntthetruth,0,2016-10-02 16:13:57,NEGATIVE,71,112,Switzerland,0,['HUNTtheTRUTH'],shh youll blow cover huntthetruth
258839,UNKNOWN,en,remember this formula and youll never be sad again  ,0,2016-04-03 14:52:46,NEGATIVE,125,141,Switzerland,0,,rememb formula youll never sad
3207455,UNKNOWN,en,    i also have a long history of dogs attacking me i dont know why animals hate me,0,2016-09-27 20:42:08,NEGATIVE,732,465,Switzerland,0,,also long histori dog attack dont know anim hate
628261,UNKNOWN,en,now playing all night by crystal fighters,0,2016-09-06 21:04:28,NEUTRAL,1012,192,"Zofingen, Switzerland",0,,play night crystal fighter
3344720,UNKNOWN,en,  me so sad rn,1,2016-08-28 05:59:42,NEGATIVE,573,260,ig : wanzafriel,0,,sad rn
2171734,FEMALE,en,i hate dramatic people ew,1,2016-08-19 15:10:06,NEGATIVE,2488,245,Switzerland,0,,hate dramat peopl ew
1690021,FEMALE,en,  youre rightthe same for melizall these innocent peopletoo sad,1,2016-07-15 03:32:55,NEGATIVE,202,70,,0,,your rightth melizal innoc peopletoo sad
2422180,UNKNOWN,en,omg i feel bad for the sheriff my mans lost his kid too,1,2016-08-21 01:33:59,NEGATIVE,1575,87,veve,0,,omg feel bad sheriff man lost kid
3040615,UNKNOWN,en,my gosh youre always sad,0,2016-06-26 17:18:14,NEGATIVE,2753,2620,Switzerland,0,,gosh your alway sad
3757148,FEMALE,en,why are there so many ugly blogs no need its 2016 pick something appealing pleeeaassee im researching for work and my eyes hurt,0,2016-08-31 12:37:15,NEUTRAL,368,657,"NW, UK via LDN",0,,mani ugli blog need 2016 pick someth appeal pleeeaasse im research work eye hurt
2263183,UNKNOWN,en,    fedtastic memories itsnotoverrf,0,2016-05-20 09:47:11,NEUTRAL,857,1012,Switzerland,0,['itsnotoverRF'],fedtast memori itsnotoverrf
1279245,FEMALE,en,need to overwork the skincolouring but first i need to finsh the rest so i can fit it together  ,0,2016-03-12 10:32:58,NEUTRAL,57,91,Switzerland,0,,need overwork skincolour first need finsh rest fit togeth
2325585,UNKNOWN,en,1dreamboytwo taylor hates me lol,1,2016-09-20 02:46:44,NEGATIVE,869,675,Switzerland,0,['1DreamboyTwo'],1dreamboytwo taylor hate lol
2668764,UNKNOWN,en,im a homicidal maniac they look just like everyone else,1,2016-08-23 00:46:06,NEUTRAL,184,242,switzerland,0,,im homicid maniac look like everyon els
480392,FEMALE,en,ralph  russo 3 so beautiful it hurts,0,2016-07-05 17:37:34,NEUTRAL,63,107,Suisse,0,,ralph russo 3 beauti hurt
3703440,FEMALE,en,undyingautumn vast and overwhelming all in my heart by ronakeller,0,2016-10-30 12:19:22,NEGATIVE,85,71,Lyss,0,,undyingautumn vast overwhelm heart ronakel
3656048,UNKNOWN,en,my eyelids are hurting,0,2016-09-30 13:26:31,NEGATIVE,459,295,nw,0,,eyelid hurt
1383614,UNKNOWN,en,  im so sad i had class lots of love for u,1,2016-10-12 23:23:19,NEUTRAL,482,480,BL,0,,im sad class lot love u
1580013,UNKNOWN,en,        got you covered ,0,2016-08-14 13:02:12,NEUTRAL,732,465,Switzerland,0,,got cover
122807,UNKNOWN,en,  rudi is a fucking liar  he claims meredith was dressed when he left but the bra and was covered in blood when she died,0,2016-02-02 22:08:02,NEUTRAL,48,222,Swiss,0,,rudi fuck liar claim meredith dress left bra cover blood die
2226992,MALE,en,but thats because i was in a wealthy uni we episodically hit a paywall too i can feel your pain,0,2016-10-19 17:54:09,NEUTRAL,809,1497,"Lausanne, Switzerland",0,,that wealthi uni episod hit paywal feel pain
166239,UNKNOWN,en,    you sad baby,0,2016-07-02 23:43:24,NEGATIVE,2658,2818,Swiss,0,,sad babi
2533493,UNKNOWN,en,i fucking hate my mum,1,2016-07-22 20:28:43,NEGATIVE,280,302,Switzerland,0,,fuck hate mum
496157,FEMALE,en,starting to hate architectural drafting lol never,0,2016-08-05 15:14:40,NEGATIVE,635,296,gl,0,,start hate architectur draft lol never
1311935,MALE,en,body pain is my friend,0,2016-06-12 08:46:04,NEGATIVE,293,331,Switzerland,0,,bodi pain friend
25412,UNKNOWN,en,hate celebrating my birthday,1,2016-03-01 01:22:15,NEGATIVE,522,536,Switzerland,0,,hate celebr birthday
37896,UNKNOWN,en,    sad to miss the view,1,2016-05-01 15:51:49,NEGATIVE,74,139,Suisse,0,,sad miss view
766364,MALE,en,    if the honduras government cannot help what is the world doing ,0,2016-10-07 16:10:41,NEUTRAL,17,153,morges,0,,hondura govern cannot help world
1177530,MALE,en,  sad really pullinguptheladder,0,2016-06-11 11:36:44,NEGATIVE,48,272,Zurich,0,['pullinguptheladder'],sad realli pullinguptheladd
1255694,MALE,en,were back in paint  ,0,2016-01-12 12:29:34,NEUTRAL,77,45,Zurich,0,,back paint
3163771,MALE,en,50 years of hurt and counting brexit eng isl engisl,0,2016-06-27 21:42:28,NEGATIVE,370,483,Zurich,0,"['Brexit', 'ENG', 'ENGISL', 'ISL']",50 year hurt count brexit eng isl engisl
421351,MALE,en,bluescreens bsod on my second notebook with windows 10 anniversary update where gdata antivirus is installed,0,2016-10-04 07:58:44,NEGATIVE,70,147,"Basel-City, Switzerland",0,"['Antivirus', 'BSOD', 'Gdata', 'Windows']",bluescreen bsod second notebook window 10 anniversari updat gdata antivirus instal
170476,UNKNOWN,en,des gens op pour overwatch ranked ,0,2016-07-02 19:12:54,NEUTRAL,4981,74,Suisse,0,,des gen op pour overwatch rank
3649907,UNKNOWN,en,  you hate both gende you hate everybody i think,0,2016-09-30 21:49:38,NEGATIVE,385,676,Switzerland,0,,hate gend hate everybodi think
2339067,UNKNOWN,en,help   how can i change at apple watch from preset haptic electric shock pain even in lowest mode to an oldnormal vibration,0,2016-10-20 17:01:35,NEGATIVE,2225,1096,Basel,0,,help chang appl watch preset haptic electr shock pain even lowest mode oldnorm vibrat
463083,MALE,en,finished my talk on futureofwork at tedxesade time for all of us to take the driving seat forward   ,0,2016-05-05 14:15:09,NEUTRAL,1147,917,Geneve,0,"['TEDxESADE', 'futureofwork']",finish talk futureofwork tedxesad time us take drive seat forward
2474597,MALE,en,madame bovarys behaviour toward her husband is nothing compared to bill clintons affairs crooked hillary covered up trumpbookreport,0,2016-10-21 15:36:25,NEGATIVE,2261,2356,"Zurich, Switzerland",0,['TrumpBookReport'],madam bovari behaviour toward husband noth compar bill clinton affair crook hillari cover trumpbookreport
2508375,FEMALE,en,playing1dreamboy2 taylor hates me lol,0,2016-04-22 23:03:43,NEGATIVE,7,43,Fribourg,0,['Playing1Dreamboy2'],playing1dreamboy2 taylor hate lol
827070,UNKNOWN,en,this remainian  romanian   ,0,2016-07-08 07:29:29,NEUTRAL,370,477,Switzerland,0,"['remainian', 'romanian']",remainian romanian
3339511,FEMALE,en,  aww covers in lizards you gonna be alright,0,2016-08-28 10:34:02,NEUTRAL,666,601,Switzerland,0,,aww cover lizard gonna alright
1556379,UNKNOWN,en,    nope sitze grad in zoomania anschliessend noch gods of egypt,0,2016-05-14 17:38:35,NEUTRAL,126,67,Switzerland,0,,nope sitz grad zoomania anschliessend noch god egypt
3681532,UNKNOWN,en,there is a grandpa whos never afraid,0,2016-10-30 19:10:46,NEGATIVE,290,244,Switzerland,0,,grandpa whos never afraid
1392168,UNKNOWN,en,  gosh stop talking to that maniac xd,0,2016-01-13 10:00:58,NEUTRAL,226,170,Switzerland,0,,gosh stop talk maniac xd
2903554,UNKNOWN,en,so while searching for replacement parts i decided to finally change my hotend and damn those blue heads are sexy ,0,2016-06-25 12:02:44,NEGATIVE,251,644,Switzerland,0,,search replac part decid final chang hotend damn blue head sexi
2149674,UNKNOWN,en,note to myself spend more money on a hotel if you have a bad back pain worstbedever,0,2016-06-19 07:42:00,NEGATIVE,909,1159,Switzerland,0,"['Pain', 'WorstBedEver']",note spend money hotel bad back pain worstbedev
1315011,UNKNOWN,en,    this is what publicity has created sadly,0,2016-07-12 11:08:45,NEGATIVE,978,1676,Switzerland,0,,public creat sad
3599386,UNKNOWN,en,  thanks for solidarity  sharing its a real sad situation we can do more to prevent and to support survivors of this crime,1,2016-04-30 11:14:02,NEUTRAL,3706,2261,Switzerland,0,,thank solidar share real sad situat prevent support survivor crime
1300164,UNKNOWN,en,omg this is painful to watch bbceurovision,1,2016-05-12 20:08:24,NEGATIVE,17,61,Switzerland,0,['bbceurovision'],omg pain watch bbceurovis
3811992,UNKNOWN,en,  would swoop downand there would be precision justicei was shocked to learn that authoritiesfbipolicewd ignore even large ,0,2016-10-31 03:19:59,NEGATIVE,182,669,NW,0,,would swoop downand would precis justicei shock learn authoritiesfbipolicewd ignor even larg
3740487,UNKNOWN,en,    indcca is not an authenticated encryption security notion,0,2016-07-31 04:28:13,NEUTRAL,6347,421,Switzerland,0,,indcca authent encrypt secur notion
693346,UNKNOWN,en,zac efron is wayy overrated,0,2016-06-07 18:33:15,NEGATIVE,32,28,Geneva,0,,zac efron wayi overr
3703731,UNKNOWN,en,  woaaaah thats pretty cool tbh i would have died sadly youtubers always forget that europe exist,0,2016-10-30 21:12:04,NEUTRAL,1310,929,zurich,0,,woaaaah that pretti cool tbh would die sad youtub alway forget europ exist
2417731,UNKNOWN,en,leadville trail 100 run iansharman crossed may queen in at 1820 split 142048 pace 0958 minmi teamblueprint,0,2016-08-21 00:21:44,NEGATIVE,13,78,Switzerland,0,['TeamBlueprint'],leadvill trail 100 run iansharman cross may queen 1820 split 142048 pace 0958 minmi teamblueprint
2399608,UNKNOWN,en,eventhough swiss commencements are annoying af im really sad that i couldnt see my little baby brother walking the stage,1,2016-06-21 00:40:42,NEGATIVE,253,65,Switzerland,0,,eventhough swiss commenc annoy af im realli sad couldnt see littl babi brother walk stage
3547243,UNKNOWN,en,how to kill me in one sentence sabias que harry styles ha confesado que ha llorado mas de una vez en la noche por no poder conocer a todos sus fans,0,2016-10-29 14:21:07,NEUTRAL,752,270,Switzerland,0,,kill one sentenc sabia que harri style ha confesado que ha llorado mas de una vez en la noch por poder conoc todo sus fan
3198754,MALE,en,    and when will uk government honour the dubs amendment,0,2016-09-27 14:56:13,NEUTRAL,259,157,Geneva,0,,uk govern honour dub amend
376156,MALE,en,sadly i still know from memory that 76 is 375p why i ever needed to know should have been told that was then this is now,0,2016-07-04 19:37:23,NEGATIVE,230,502,Switzerland,0,,sad still know memori 76 375p ever need know told
1898066,UNKNOWN,en,to spain barcelona,0,2016-05-17 09:58:42,NEUTRAL,556,736,,0,,spain barcelona
3145486,MALE,en,by remembering a time when molecular and evolution were at odds im betraying my academic age im afraid,0,2016-04-27 08:02:20,NEGATIVE,1425,630,Lausanne,0,,rememb time molecular evolut odd im betray academ age im afraid
386780,UNKNOWN,en,i see in blue i see in blue i see in blue oh when you see everything in red,1,2016-09-04 19:30:35,NEUTRAL,232,181,Geneva,0,,see blue see blue see blue oh see everyth red
1530607,UNKNOWN,en,  hmm if app download required probably not immediate interaction no app install signup payment info is what actually,0,2016-03-14 08:17:23,NEUTRAL,731,236,Zurich,0,,hmm app download requir probabl immedi interact app instal signup payment info actual
2363659,MALE,en,sometimes you have to push through the pain after you watch this you will never want to give up onthisday  ,1,2016-10-20 18:51:06,NEGATIVE,2295,436,"Lausanne, Switzerland",0,,sometim push pain watch never want give onthisday
2294346,UNKNOWN,en,the kent principles of hs1 are always held up as model for limiting eco damagebutsadlyfor the 360 aonbit wont be applied to hs2,0,2016-07-20 14:36:17,NEGATIVE,34,82,Lake District,0,['HS2'],kent principl hs1 alway held model limit eco damagebutsadlyfor 360 aonbit wont appli hs2
3420784,UNKNOWN,en,last minute shepherding before heading to usa mixed feelings  excited for book tour  sad to be away so long,0,2016-10-28 09:28:58,NEUTRAL,85200,2345,"Lake District, England",0,,last minut shepherd head usa mix feel excit book tour sad away long
1221422,MALE,en,hey   i know you hate dalton shows how much you know what a game by the red devil who dey beat langnau tuesday thanks,0,2016-09-11 20:53:52,NEGATIVE,3224,382,"Rheinfelden, Switzerland",0,,hey know hate dalton show much know game red devil dey beat langnau tuesday thank
337977,MALE,en,sky news showing jihadi movies and doing a great propaganda job for isis or whatever they are called these days,0,2016-01-04 12:32:50,NEUTRAL,228,501,Switzerland,0,,sky news show jihadi movi great propaganda job isi whatev call day
1310784,UNKNOWN,en,  im sure the mourning families of those slaughtered will understand   s concerns,1,2016-06-12 13:53:55,NEGATIVE,1005,795,Switzerland,0,,im sure mourn famili slaughter understand concern
2706801,UNKNOWN,en,and it is a horrible feeling to keep the distance to someone you like because letting them closer would lead them into being even more hurt,1,2016-10-23 01:48:30,NEUTRAL,54,65,Switzerland,0,,horribl feel keep distanc someon like let closer would lead even hurt
2503692,UNKNOWN,en,i hate waiting  ,0,2016-03-22 22:03:50,NEGATIVE,434,55,Suisse,0,,hate wait
2267224,UNKNOWN,en,np dj mustard  dont hurt me feat nicki minaj  jeremih,0,2016-06-20 12:04:32,NEUTRAL,372,226,Genève,0,['NP'],np dj mustard dont hurt feat nicki minaj jeremih
3780407,MALE,en,weekly   purchases stabilising at around 17bn for pspp 68bn monthly and 2bn for cspp 8bn monthly october breakdown next week,0,2016-10-31 15:31:48,NEGATIVE,14200,1432,Switzerland,0,,week purchas stabilis around 17bn pspp 68bn month 2bn cspp 8bn month octob breakdown next week
2270816,FEMALE,en,i think i broke my wrist snowboarding 4 years ago but never went to a doctor and sometimes it still hurts idk what to do haha,0,2016-06-20 20:01:46,NEGATIVE,142,98,Switzerland,0,,think broke wrist snowboard 4 year ago never went doctor sometim still hurt idk haha
638830,UNKNOWN,en,np on 13starzradio    stay with me prod by   reggae cover,0,2016-10-06 09:26:53,NEUTRAL,1182,1987,Switzerland,0,"['13StarzRadio', 'Cover', 'NP', 'Reggae']",np 13starzradio stay prod regga cover
3301523,FEMALE,en,popping pain meds like tic tacs till i get to see a dentist,0,2016-03-28 13:03:25,NEUTRAL,218,83,Switzerland,0,,pop pain med like tic tac till get see dentist
220259,UNKNOWN,en,us struggle for social economic recovery  lessons for pakistan,0,2016-10-02 20:26:51,NEUTRAL,489,735,"Lugano, Switzerland",0,,us struggl social econom recoveri lesson pakistan
1132408,UNKNOWN,en,if you can track your stress you can prove youre stressed but how can you prove the stress is work related,1,2016-10-10 14:18:55,NEGATIVE,401,675,"Nyon, Switzerland",0,,track stress prove your stress prove stress work relat
3274063,MALE,en,britains contribution to global poverty,0,2016-10-27 21:34:15,NEUTRAL,226,516,"Genève, Suisse",0,,britain contribut global poverti
3357865,UNKNOWN,en,pepe the frog designated a hate symbol by adl,0,2016-09-28 06:55:13,NEGATIVE,95100,90200,Zurich,0,,pepe frog design hate symbol adl
1869328,UNKNOWN,en,i know babe i just wanted to clarify that because i didnt want you to think wrong if me or anything   like i get what you mean and youre entitled to believe so i didnt speak directly about you and am glad you dont hate z,0,2016-10-16 21:16:23,NEUTRAL,1380,260,bl,0,,know babe want clarifi didnt want think wrong anyth like get mean your entitl believ didnt speak direct glad dont hate z
2185714,UNKNOWN,en,tory lanez controlla is actually harder than drakes i hate to say it but yeah,0,2016-08-19 17:45:52,NEGATIVE,310,305,"uptown, downtown, switzerland",0,,tori lanez controlla actual harder drake hate say yeah
1025743,MALE,en,  curious mind wonder that and the cryptic_at least for me_ cloud butt jokes,0,2016-03-10 06:26:31,NEUTRAL,34,198,Lausanne,0,,curious mind wonder cryptic_at least me_ cloud butt joke
596880,UNKNOWN,en,when your muscles are still sore 3 days after the   workout  you have to pop painkillers   did his job too well,0,2016-08-06 18:15:51,NEUTRAL,339,162,Switzerland,0,,muscl still sore 3 day workout pop painkil job well
2894394,UNKNOWN,en,im sad that its over but also kinda happy,0,2016-05-25 11:36:39,NEUTRAL,16,44,Switzerland,0,,im sad also kinda happi
552481,MALE,en,      did not mr beinart tell us once that liberation war on saddam will make the whole world safer,0,2016-02-06 13:51:31,NEUTRAL,38,104,Zürich,0,,mr beinart tell us liber war saddam make whole world safer
646627,UNKNOWN,en,on god i hate mfs who gets in jets on gta to kill you like thats a hoe ass move,0,2016-10-06 15:28:17,NEGATIVE,387,468,Court,0,,god hate mfs get jet gta kill like that hoe ass move
975990,MALE,en,we found love in hopeless place,1,2016-09-09 02:02:00,NEUTRAL,692,942,Switzerland,0,,found love hopeless place
1860382,MALE,en,  you could write a script for your computer to automatically start playing whatever music is paused after x seconds,0,2016-10-16 22:28:00,NEUTRAL,2265,312,Switzerland,0,,could write script comput automat start play whatev music paus x second
1534755,UNKNOWN,en,    sad how this fucked up military in myanmar tries to refuse anything that could bring the country forward,0,2016-03-14 16:47:11,NEGATIVE,1359,1169,Switzerland,0,['Myanmar'],sad fuck militari myanmar tri refus anyth could bring countri forward
157538,UNKNOWN,en,sazonova isl ub toe on full maloney pac toe on misses and goes off maloney half khorkina full in dismount 12533 ecbern2016,0,2016-06-02 13:32:23,NEGATIVE,300,214,Bern,0,['ECBern2016'],sazonova isl ub toe full maloney pac toe miss goe maloney half khorkina full dismount 12533 ecbern2016
3724663,FEMALE,en,  aside from school trips we need natural museums bc wild animals do not belong to captivity      ,0,2016-03-31 07:52:36,NEGATIVE,1902,399,Geneva,0,,asid school trip need natur museum bc wild anim belong captiv
3080901,MALE,en,when your family has many ios devices and macs upgrading to twofactor icloud authentication from twostep is painful,0,2016-09-26 19:01:09,NEGATIVE,2261,2356,"Zurich, Switzerland",0,,famili mani io devic mac upgrad twofactor icloud authent twostep pain
3354290,MALE,en,      yes ohm spoils him so much he keeps carry things that also belong to toey,0,2016-08-28 12:31:10,NEGATIVE,1006,43,"Frauenkappelen, Schweiz",0,,yes ohm spoil much keep carri thing also belong toey
287922,UNKNOWN,en,brw did they change mercys ingame face she seems so much sadder now,0,2016-08-03 13:54:38,NEUTRAL,459,419,switzerland,0,,brw chang merci ingam face seem much sadder
1641511,UNKNOWN,en,i hate to hear when some men treat their gfwife like garbage or in a very childish manner especially if theyre gfwife so kind _,0,2016-10-14 07:51:25,NEGATIVE,395,269,"The Abyss, Switzerland",0,,hate hear men treat gfwife like garbag childish manner especi theyr gfwife kind _
1572339,MALE,en,lunch break with our friend and     ambassador   in the     ,0,2016-07-14 13:12:51,NEGATIVE,13800,133,Geneva,0,,lunch break friend ambassador
2031421,MALE,en,  disagree as long as you want you cant speak for everyone weve been here already i hate repeating myself  ,0,2016-06-18 15:22:43,NEGATIVE,818,1046,Switzerland,0,,disagre long want cant speak everyon weve alreadi hate repeat
3626586,MALE,en,  yes sad but true your spaceship dont have wifi,0,2016-08-30 10:15:11,NEGATIVE,41,210,Switzerland,0,,yes sad true spaceship dont wifi
596057,UNKNOWN,en,i hate beer,0,2016-08-06 21:02:58,NEGATIVE,3276,2978,Switzerland,0,,hate beer
3658126,UNKNOWN,en,that arielle girls pinned tweet and the rest of her tweets are interesting and kind of sad,0,2016-09-30 04:58:15,NEUTRAL,812,683,"Uptown, Downtown, Switzerland",0,,ariell girl pin tweet rest tweet interest kind sad
1726318,UNKNOWN,en,once you get the paints out hard to put it back,1,2016-09-15 20:11:38,NEGATIVE,287,256,"The Archive-Winter, Narnia, NW",0,,get paint hard put back
698658,FEMALE,en,  oh no i get pmdd so i understand hope it gets better soon apart from the first xmen i only saw hunger which was so painful,0,2016-06-07 00:39:51,NEUTRAL,63,213,Switzerland,0,,oh get pmdd understand hope get better soon apart first xmen saw hunger pain
1946909,UNKNOWN,en,what do you do when youre stressed out or really anxoius marielle askheyviolet,1,2016-08-17 14:18:10,NEUTRAL,176,264,"SWITZERLAND,SWEDEN",0,['askheyviolet'],your stress realli anxoius mariell askheyviolet
733526,UNKNOWN,en,  is it stressing the audience to watch a recorded tedxspeech  tedxbern btw youtube live does not work so well ,0,2016-09-07 15:12:16,NEGATIVE,1262,1972,Switzerland,0,"['live', 'tedxbern', 'tedxspeech']",stress audienc watch record tedxspeech tedxbern btw youtub live work well
3146119,UNKNOWN,en,america starts party hm16usa selectusa fareasthub zurich hannovermesse,0,2016-04-27 16:27:51,NEUTRAL,119,154,Zurich,0,"['HM16USA', 'HannoverMesse', 'SelectUSA', 'fareasthub', 'zurich']",america start parti hm16usa selectusa fareasthub zurich hannovermess
3204304,MALE,en,  where can i download last weeks pods phone too oldcack to even install the acast app facepalm android so no itunes ,0,2016-09-27 11:47:50,NEUTRAL,88,352,Switzerland,0,,download last week pod phone oldcack even instal acast app facepalm android itun
358162,UNKNOWN,en,hes still got it wrestlemania,0,2016-04-04 01:53:38,NEUTRAL,297,359,Switzerland,0,['WrestleMania'],hes still got wrestlemania
65565,UNKNOWN,en,now playing stressed out by twenty one pilots,1,2016-08-01 22:52:33,NEUTRAL,1012,192,"Zofingen, Switzerland",0,,play stress twenti one pilot
